1000 100000
354 772 702578
335 429 139608
2 930 425991
604 789 129483
541 794 876853
426 942 990771
333 568 896238
245 316 5920
245 290 378852
10 131 888480
676 876 124584
232 481 20082
455 772 515754
305 404 129463
673 848 466349
515 946 536561
164 759 213099
587 954 137371
282 634 292227
216 476 739215
823 873 859288
482 746 883771
217 425 905110
84 173 282539
178 873 733428
243 807 726202
246 485 118954
379 980 185488
302 812 925247
213 258 125460
318 487 662654
73 150 934323
193 451 800311
481 841 202404
19 398 151152
205 816 275495
348 728 234571
538 975 157613
778 829 250281
331 889 246547
4 811 629547
386 765 718406
271 648 26462
586 838 396140
190 558 436758
683 879 483871
89 242 412397
367 826 568676
358 670 3141
4 658 843203
306 508 367300
666 852 964728
52 208 47181
409 763 891712
79 207 274304
86 269 965300
355 452 176545
446 712 366041
122 801 979414
370 846 304864
324 701 712902
117 733 513791
291 643 622416
308 376 772226
78 301 585114
498 639 43324
301 472 459762
579 682 874351
280 708 598503
255 603 408936
89 915 356044
330 704 715414
280 509 422580
161 976 232781
615 979 215045
565 915 184677
388 955 87781
960 979 412530
38 846 923693
829 838 98026
160 533 174182
680 724 121631
430 498 516587
510 817 251181
804 821 335145
147 337 229797
59 184 72024
221 738 208762
304 910 254749
539 594 153116
443 547 796008
367 634 946910
582 778 445713
439 613 255629
141 366 466749
393 716 895754
273 424 428219
780 958 124569
96 222 844412
505 583 109154
569 753 946649
220 872 611424
203 705 998516
129 650 863566
223 640 798596
158 394 632604
146 214 166450
167 365 448189
438 957 982858
735 753 615859
184 718 409038
468 851 852315
405 779 331896
47 979 410599
418 556 313205
634 869 119486
494 800 75671
35 292 650225
389 595 931572
259 838 549421
86 605 810689
47 997 533005
668 946 611145
264 689 697370
10 110 726044
20 620 530099
299 457 574652
224 959 460624
299 607 795084
17 119 969757
759 983 512177
71 729 336552
146 566 676076
254 506 296409
125 170 530034
128 732 310246
306 497 973949
479 511 552873
448 530 775241
42 594 909945
95 538 393355
355 700 895960
193 524 124691
24 295 100054
550 879 792265
112 998 604980
591 854 788777
43 297 917814
873 934 58868
308 619 765677
395 878 166173
754 917 281085
468 883 645948
75 316 350985
724 976 11958
546 835 598370
340 915 15810
511 735 475754
211 416 386822
54 95 251500
61 897 707039
33 814 961765
60 321 758481
296 362 868138
322 621 910592
157 938 123451
92 217 944337
488 591 292893
92 392 64448
54 908 622424
527 702 451077
269 848 768559
212 560 128544
9 761 217514
534 850 659061
656 719 731662
326 389 987633
68 813 627257
792 952 384923
329 670 144298
5 598 585386
590 701 680355
390 950 534418
461 674 395921
195 219 792510
113 728 956748
509 866 60716
618 807 301040
261 409 245012
111 590 493666
144 877 354893
605 628 81491
76 237 927035
495 688 586429
723 864 781599
597 767 497866
156 262 795118
242 400 774248
5 415 222218
102 366 603968
456 731 377430
390 838 3312
317 338 728515
6 124 779520
623 678 301054
429 452 680803
584 889 148332
23 195 517272
13 166 317938
722 910 466471
383 463 56776
641 769 644166
63 647 649527
676 830 390318
281 487 848906
661 995 967434
197 996 276236
55 190 767471
188 460 277481
535 908 837489
139 516 74472
510 917 477480
62 79 247299
470 611 278102
75 525 234363
345 635 465459
497 736 256975
556 959 588097
297 591 707397
632 831 910126
670 741 826000
201 366 896595
567 575 317538
388 743 26648
538 684 801971
123 750 403175
82 708 359913
116 918 229362
18 248 449460
192 633 811661
462 879 170737
143 446 196846
596 828 789164
203 690 459732
206 318 428225
486 631 691477
381 978 787870
386 631 676936
143 710 259516
276 638 609721
268 549 802081
214 793 286983
288 352 954152
330 668 913891
128 405 149677
64 282 996058
32 812 166254
390 413 42721
36 253 902503
442 676 105654
605 771 425101
54 830 10440
277 889 992129
141 255 906658
19 32 555604
179 406 260410
285 620 682302
81 241 391719
50 932 966879
58 103 2240
761 860 925166
572 576 853967
89 358 957492
774 946 287196
39 402 422747
187 532 93439
414 674 556053
563 592 42607
80 199 441703
583 667 68619
317 985 991118
87 711 386936
286 674 799019
289 469 603251
40 702 657004
494 954 618286
645 925 725671
152 560 524360
85 294 346066
3 910 974041
258 442 509170
620 843 725163
516 522 501487
668 838 221560
631 833 455765
347 919 795129
691 968 405663
71 842 523733
487 744 254615
277 880 693042
707 886 531097
673 678 211895
287 595 971912
348 954 107631
433 978 584495
248 790 160693
516 571 413632
539 710 131364
399 418 531770
216 885 44355
323 741 307057
27 347 262559
10 485 583095
615 746 352788
289 482 137209
317 928 839708
39 207 893355
637 789 305201
25 488 526089
629 970 863992
112 489 148587
623 812 868584
10 984 764302
483 614 224211
95 921 77773
402 485 692991
273 454 697163
355 922 507696
68 694 526529
203 429 807392
29 850 597030
816 893 487040
165 386 20753
316 742 29729
663 869 800664
525 942 141541
96 596 822154
124 868 451277
461 640 900601
225 732 763495
747 892 558503
265 488 977637
737 761 520132
397 679 932654
148 337 958988
245 878 476467
228 505 316824
450 466 697974
233 744 713234
647 981 18674
261 651 233009
651 760 947830
339 530 225137
44 995 582294
225 419 861339
61 157 554120
398 969 100872
10 944 91959
761 902 549068
554 760 349203
235 328 465671
523 847 752961
330 525 380940
55 469 919717
463 661 412285
441 687 807102
80 502 726071
196 477 740914
470 912 580336
643 831 546875
208 664 380156
641 968 512224
79 152 353945
126 603 932629
734 741 145040
926 941 999720
404 567 276964
261 321 74083
113 339 194939
824 986 451043
291 928 575291
751 974 941897
69 616 321245
237 994 485191
557 993 970134
9 150 235069
309 900 869507
365 513 849206
488 844 567545
316 494 388874
403 980 937886
468 878 947101
841 899 844758
148 632 877430
475 496 167685
225 643 220167
559 960 814256
231 885 924293
635 813 7704
119 950 141072
658 873 133898
24 767 390923
394 523 775114
158 225 677192
219 467 219153
45 261 700165
361 551 972771
128 941 107820
145 854 287239
672 915 237716
165 374 270510
752 942 933075
481 899 139088
449 949 331134
485 530 722851
2 272 459167
804 966 155362
454 886 649830
250 675 823046
589 765 270316
754 997 459886
484 586 272155
226 960 892379
132 688 447141
8 711 101478
311 597 852739
203 235 681426
820 965 791991
695 949 653982
308 653 670060
485 976 488272
320 921 469701
309 430 241427
492 621 979100
265 319 123159
777 862 327737
105 416 828571
924 941 850116
24 820 765775
72 867 718420
186 719 382393
433 929 925717
304 447 405491
23 272 106885
275 479 625906
40 198 975352
420 783 825447
440 633 793033
538 815 346624
452 610 43306
499 513 279493
459 813 905661
611 849 157490
386 885 477582
679 777 252480
83 450 92220
82 448 646629
41 885 946904
57 74 187399
292 792 845002
304 983 317098
445 542 979842
655 958 745429
502 680 727890
878 894 841816
186 777 658877
760 834 314623
474 733 450885
33 944 693268
125 226 954734
445 644 409070
426 707 15217
426 655 601918
737 931 544140
175 922 859372
59 925 556530
110 139 579948
374 836 951895
119 686 920784
340 777 481227
53 224 857127
349 576 657236
844 916 994714
173 690 14493
980 999 977598
125 933 179519
147 928 988523
467 682 883797
877 928 198329
151 351 619876
794 864 704453
113 999 773543
99 448 753170
375 918 768098
608 877 535918
93 616 318302
24 213 640232
599 742 377189
274 806 713276
229 738 665360
192 255 288383
658 678 657027
261 568 807102
294 353 599442
535 541 984844
587 692 193753
728 868 582791
291 515 105693
222 300 835529
695 943 397148
647 945 214653
74 715 831187
324 461 504762
854 966 159955
328 427 248938
265 872 824775
581 948 699722
242 773 180120
69 848 209893
24 161 900536
473 803 352932
41 79 813923
126 247 115931
397 453 613281
162 848 975385
47 267 929845
285 321 370809
566 714 758349
27 382 621519
258 768 959119
337 410 26281
61 735 533914
28 698 387157
55 544 901643
751 945 929062
83 669 274154
239 497 405694
141 399 197173
129 398 466518
661 922 691034
11 899 147695
409 830 768285
294 949 708139
207 447 66153
428 445 797814
371 826 932550
99 245 101388
450 915 574016
790 812 510401
204 240 605382
316 497 140904
540 633 788296
443 662 128032
614 649 837046
109 393 195195
94 392 143536
153 816 375342
218 306 521842
199 668 269961
459 747 526638
585 897 782941
234 252 376287
745 774 52165
110 678 941724
467 772 589010
259 913 709556
237 843 496913
446 553 255521
243 682 101472
30 704 354376
214 747 78182
314 490 853549
52 886 445625
150 201 872576
505 958 737983
670 950 574755
631 892 878509
320 342 61088
411 450 219626
45 538 63000
100 870 507710
355 852 765252
52 351 347479
652 676 323417
338 635 495387
106 705 775795
242 786 231661
113 877 152156
28 212 635764
99 514 232872
681 986 104394
190 896 749978
314 898 756547
660 859 938014
619 805 861242
324 731 623137
33 703 170926
294 483 541802
216 326 674955
65 658 643046
161 307 37318
250 407 624521
363 916 502930
397 483 145315
46 311 847485
99 852 605766
47 744 683365
422 802 647731
328 453 785826
343 401 317786
235 571 228021
586 868 679791
719 997 338070
206 489 504139
129 935 503711
704 823 741343
913 922 906707
177 736 659823
181 479 590684
772 899 782195
476 551 477052
302 438 868690
278 788 145128
137 220 652134
499 756 165810
145 326 455678
305 393 722051
49 645 528473
216 674 300359
15 43 820867
488 667 930163
59 331 902719
674 960 739661
493 914 666552
632 817 204942
217 570 895391
574 604 277761
751 925 830798
255 522 565623
260 303 588911
119 811 493325
164 995 879442
654 737 384408
208 779 283505
521 721 795415
73 966 186494
126 543 555931
443 598 749356
641 877 644601
280 374 354168
219 411 265842
330 570 596415
809 933 126065
147 802 331316
161 261 423937
634 845 672078
18 601 19092
313 406 576620
83 126 60273
562 575 804221
832 891 172656
145 904 34731
509 987 925915
102 670 74431
861 966 165532
811 889 53370
646 881 665637
182 488 751496
186 748 672236
493 682 924161
4 353 375379
22 938 894138
56 492 569935
16 916 360899
479 560 502307
440 693 130106
569 973 502161
181 257 755790
196 703 241086
55 821 972879
568 773 122345
2 89 224201
317 794 324451
782 885 411184
766 962 685553
493 701 538739
58 703 243007
173 605 83427
146 810 575736
888 903 593910
28 202 471161
184 742 933017
583 646 679865
135 556 204919
362 979 722585
609 771 145123
682 781 881742
375 438 435051
107 530 772223
591 886 455010
116 126 828863
627 760 174902
304 561 352995
405 923 602549
811 843 199551
398 684 83666
139 829 675040
710 995 336537
197 274 229067
190 853 314572
775 997 234493
415 678 727481
24 181 579976
577 885 265196
53 104 586763
691 841 234594
201 336 210286
378 981 694595
657 981 916562
568 637 831614
457 591 80089
169 981 769302
95 759 687938
148 504 304202
196 476 536797
198 601 826405
579 889 8953
720 801 511778
11 287 49949
229 958 569159
673 763 163673
206 603 84868
651 998 384070
86 226 316244
519 549 953162
407 663 343506
464 940 867491
117 253 821084
21 278 625082
525 718 284803
188 939 264251
18 393 96974
742 978 375656
274 456 724376
395 950 113388
341 505 180050
295 903 712994
60 315 996809
532 937 589889
569 895 459863
154 336 809783
516 537 573684
41 947 887726
389 997 937023
20 234 665752
297 821 41142
66 865 495074
67 523 326973
30 220 375623
210 549 438336
252 865 577537
889 905 302912
73 929 164038
203 886 172977
733 816 338957
231 473 446809
83 161 214407
274 811 740093
247 940 244160
125 487 563503
435 500 520100
165 407 767951
508 635 610184
445 713 182506
473 482 459623
501 736 108420
128 472 859197
21 227 66985
74 807 144845
456 607 873384
101 315 245122
8 247 864285
221 990 586143
260 738 220435
356 985 812286
376 530 647694
34 94 135602
156 293 951669
34 548 397489
227 904 381240
503 731 235904
108 736 578801
315 367 782491
293 772 166106
929 992 199391
92 436 98360
39 669 809819
573 937 618601
501 738 248110
259 608 650949
473 926 294067
326 945 12192
144 851 456344
117 436 159434
435 949 625793
785 903 235527
183 286 954443
640 793 565002
599 903 210972
690 841 25952
554 647 131717
235 787 558210
221 669 159163
28 324 768591
226 634 141001
449 866 488921
427 694 875123
264 385 377656
639 732 865097
280 329 913425
615 665 631528
51 54 953865
76 430 259662
377 528 54029
594 954 325755
87 148 592585
344 646 642335
486 788 120601
28 452 858050
505 880 286535
212 233 203148
759 805 112112
187 271 365569
562 637 760962
504 700 252215
702 957 593043
108 280 441046
84 788 591020
917 940 720891
19 129 481462
173 777 593017
285 359 546
48 835 892079
715 961 286802
12 866 718982
327 997 276089
577 786 558313
629 913 834271
272 712 403347
3 71 444944
21 175 177269
492 952 935618
207 667 901565
522 570 731890
532 830 634146
634 705 388097
47 836 177604
184 309 535027
510 812 603289
673 878 86787
344 693 204998
404 543 460891
789 841 71869
592 995 283945
94 340 282763
416 920 404127
410 958 401481
127 590 454309
316 469 729725
58 174 289742
933 973 995919
186 334 578717
83 371 227617
272 767 488547
805 810 605585
146 931 833901
406 629 789037
246 382 661255
167 877 775600
346 352 315832
210 225 433589
492 737 636466
350 622 101555
531 969 348995
353 732 182716
367 698 962622
83 928 186750
275 810 574776
618 697 843002
617 726 932456
730 975 37383
221 538 32960
28 959 317336
260 462 796819
238 886 981174
271 689 513687
81 401 795575
252 632 759623
194 401 460200
506 806 100621
215 743 43906
43 837 731495
77 519 382981
525 861 644495
1 958 928790
112 769 592978
355 792 301645
115 728 601655
339 660 80201
481 844 863047
586 860 802207
304 312 905092
172 239 269256
490 785 480905
5 532 356523
392 711 574041
675 858 534679
316 794 59029
545 551 532259
169 492 450262
219 517 432067
334 575 595965
48 77 469970
637 723 837051
735 802 629982
696 943 640550
88 383 954421
159 750 403184
241 763 9979
386 679 936278
401 446 217454
449 487 855829
248 496 526983
859 868 75964
124 409 201555
625 714 392720
88 866 233976
477 839 408635
436 537 326356
376 481 555648
918 942 550632
24 738 287847
66 195 553282
196 963 586848
70 320 132773
33 810 171706
264 861 804455
649 940 398255
523 638 894366
49 898 719539
445 923 743065
428 514 412191
114 158 194507
235 819 518718
311 605 239349
185 686 289331
145 847 491352
744 972 751791
10 540 467687
246 789 649082
54 839 119639
291 965 373232
817 955 89061
492 655 923689
266 605 394582
164 501 344397
775 776 844599
381 630 552267
123 352 173827
163 294 838662
539 603 587143
555 707 55707
2 876 480508
26 129 627507
3 471 72714
101 687 685906
87 338 55915
305 636 3782
281 923 853645
55 864 207055
256 609 62109
6 282 618675
509 715 908824
840 864 660986
185 404 622319
246 637 421176
91 684 763236
672 795 24025
214 952 710444
69 555 855982
258 463 31533
184 917 551020
95 782 199041
817 880 200577
26 497 987087
51 560 64929
73 167 426092
69 160 483858
759 801 640267
717 945 95134
428 974 865971
82 514 908089
273 817 878707
748 994 275007
673 816 211649
153 432 785125
78 684 833535
299 505 174680
748 862 57064
92 860 411935
178 591 940755
634 851 800976
492 711 669249
626 666 732790
631 873 328387
192 607 389961
753 997 13045
187 270 388658
145 945 743921
71 829 711680
593 919 911734
619 684 292198
159 735 724914
632 795 174082
29 818 200435
114 175 990571
563 872 685544
250 761 746441
592 673 803495
584 668 550207
275 352 903429
192 740 600838
527 846 256437
24 912 838869
599 951 343173
740 807 188953
207 904 124747
204 732 34033
195 752 613842
240 499 393921
307 790 73480
92 648 791050
362 884 863442
375 994 839710
412 930 241059
77 606 513448
688 819 17981
353 773 929837
52 289 328798
93 699 419625
207 270 598762
225 619 975974
199 653 108220
502 702 221493
524 980 784624
540 877 949733
86 155 446106
106 531 324045
270 339 727610
30 468 806163
50 919 249821
351 551 289664
972 978 290877
684 904 964263
83 634 29986
789 794 996182
403 993 442925
147 164 305445
52 768 327740
236 845 152225
390 637 902101
